"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 28 04:50:55 GMT 2020","Fri Aug 28 04:50:55 GMT 2020","1","","","","","","Delete existing label via api",""
"failed","Fri Aug 28 04:50:55 GMT 2020","Fri Aug 28 04:50:56 GMT 2020","1004","","","","","","Add label to existing issue for authorized user",""
"passed","Fri Aug 28 04:50:58 GMT 2020","Fri Aug 28 04:50:58 GMT 2020","1","","","","","","Close existing milestone for authorized user",""
"passed","Fri Aug 28 04:50:58 GMT 2020","Fri Aug 28 04:50:58 GMT 2020","2","","","","","","Create new milestone for authorized user",""
"passed","Fri Aug 28 04:50:55 GMT 2020","Fri Aug 28 04:50:55 GMT 2020","2","","","","","","Create new label for authorized user",""
"passed","Fri Aug 28 04:50:55 GMT 2020","Fri Aug 28 04:50:55 GMT 2020","1","","","","","","Create new label via api",""
"passed","Fri Aug 28 04:50:56 GMT 2020","Fri Aug 28 04:50:58 GMT 2020","2004","","","","","","Delete existing label for authorized user",""
