"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jan 20 04:46:11 GMT 2021","Wed Jan 20 04:46:11 GMT 2021","2","","","","","","Close existing milestone for authorized user",""
"passed","Wed Jan 20 04:46:09 GMT 2021","Wed Jan 20 04:46:09 GMT 2021","1","","","","","","Create new label via api",""
"passed","Wed Jan 20 04:46:09 GMT 2021","Wed Jan 20 04:46:09 GMT 2021","1","","","","","","Delete existing label via api",""
"broken","Wed Jan 20 04:46:09 GMT 2021","Wed Jan 20 04:46:09 GMT 2021","2","","","","","","Add label to existing issue for authorized user",""
"broken","Wed Jan 20 04:46:09 GMT 2021","Wed Jan 20 04:46:09 GMT 2021","1","","","","","","Create new label for authorized user",""
"passed","Wed Jan 20 04:46:11 GMT 2021","Wed Jan 20 04:46:11 GMT 2021","2","","","","","","Create new milestone for authorized user",""
"failed","Wed Jan 20 04:46:09 GMT 2021","Wed Jan 20 04:46:11 GMT 2021","2005","","","","","","Delete existing label for authorized user",""
